Loanapp_ID,Sex,Marital_Status,first_name,last_name,email,address,Dependents,Qual_var,SE,App_Income_1,App_Income_2,CPL_Amount,CPL_Term,Credit_His,INT_ID,Prev_ID,AGT_ID,Prop_Area
CPL002016,M,Y,Cathie,Baggett,cbaggettg4@house.gov,23652 Esker Place,2,Grad,N,6153.6,0,192,360,1,9301314010,23-496-9130,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",Rural
CPL002017,M,Y,Devina,Kalinovich,dkalinovichg5@jugem.jp,03046 Mitchell Lane,3+,Grad,N,18374.4,0,198,360,,4508023312,99-020-5405,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Urban
CPL002018,M,Y,Cyrille,Alker,calkergb@com.com,0 Hoard Lane,2,Grad,N,4749.6,3158.4,132,360,1,5658196310,01-202-7567,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",Semi U
CPL002027,M,Y,Kassandra,Peckett,kpeckettgc@kickstarter.com,26 Fordem Avenue,0,Grad,N,5200.8,3534,207.6,360,1,8456032735,78-302-9712,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.14 Safari/534.24",Semi U
CPL002028,M,Y,Benny,Laughrey,blaughreygi@nih.gov,11191 Scott Way,2,Grad,N,5229.6,0,180,360,1,6701013643,85-264-3988,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24",Urban
CPL002042,F,Y,Gabriel,Negal,gnegalgm@yandex.ru,83559 Straubel Trail,1,Grad,N,4800,4700.4,162,360,1,2000534686,78-887-1919,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.790.0 Safari/535.1",Rural
CPL002045,M,Y,Idette,de Keep,idekeepgn@google.com.hk,3 Rockefeller Plaza,3+,Grad,N,12199.2,900,180,,1,9935183343,43-042-0912,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; de-at) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",Urban
CPL002046,M,Y,Charleen,Toffoloni,ctoffolonigq@latimes.com,20 Forster Street,0,Non Grad,N,5379.6,0,282,360,,5690858501,00-654-5794,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Semi U
CPL002047,M,Y,Vin,Burstowe,vburstowegs@fema.gov,3 Almo Drive,2,Non Grad,N,5425.2,1420.8,403.2,360,1,4892677841,81-481-6431,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16",Semi U
CPL002056,M,Y,Phebe,Ebanks,pebanksgt@youtube.com,57 Pepper Wood Avenue,2,Grad,N,11000.4,0,158.4,360,1,6842511275,60-732-9390,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36",Semi U
CPL002057,M,Y,Rutter,Osmint,rosmintgu@nsw.gov.au,305 Sycamore Terrace,0,Non Grad,N,15699.6,0,115.2,360,1,9802118524,85-784-1185,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0) Gecko/20100101 Firefox/9.0,Rural
CPL002059,M,Y,Evangelina,De Fraine,edefraineh0@sbwire.com,90 Marcy Center,2,Grad,N,9448.8,4760.4,216,360,1,2339334640,61-095-1317,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002062,F,Y,Kirbie,Feather,kfeatherh6@plala.or.jp,640 Fairview Crossing,1,Grad,N,5199.6,0,153.6,84,1,6063078991,55-593-9737,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24",Rural
CPL002064,M,N,Maxy,Croysdale,mcroysdalehg@1und1.de,3 Larry Road,0,Grad,N,4899.6,0,494.4,360,1,1384190961,26-573-4576,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",Urban
CPL002069,M,Y,Pierette,Troubridge,ptroubridgehh@latimes.com,057 Loomis Hill,2,Non Grad,,4542,3494.4,139.2,360,0,5324375640,78-765-3347,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/11.0.661.0 Safari/534.18",Rural
CPL002070,M,Y,Amalea,Dangerfield,adangerfieldhk@msn.com,423 Harper Center,3+,Non Grad,N,3184.8,2397.6,136.8,360,0,1789133998,63-256-6785,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.790.0 Safari/535.1",Rural
CPL002077,M,Y,Lorelei,Veschambre,lveschambrehn@epa.gov,26806 Moose Lane,1,Grad,N,12000,3228,138,360,1,3029203050,87-556-3443,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20120405 Firefox/14.0a1,Semi U
CPL002083,M,N,Case,Brampton,cbramptonho@cpanel.net,3431 Fairfield Trail,0,Grad,Y,6999.6,0,124.8,360,1,2671449305,00-503-7115,Mozilla/5.0 (Windows NT 6.1; rv:27.3) Gecko/20130101 Firefox/27.3,Urban
CPL002090,M,Y,Farlay,Youens,fyouenshs@behance.net,58362 Autumn Leaf Street,1,Grad,N,5755.2,0,105.6,360,0,2280792893,77-368-4563,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2226.0 Safari/537.36",Semi U
CPL002096,M,Y,Alva,Caughtry,acaughtryhx@printfriendly.com,1537 Hanover Way,0,Non Grad,N,2400,1920,129.6,360,1,9620519019,47-559-5869,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/22.0.1207.1 Safari/537.1",Rural
CPL002099,M,Y,Vivie,O'Kenny,vokennyi3@weather.com,823 Erie Pass,2,Grad,N,3048,840,108,360,0,2258115736,38-364-6745,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0,Urban
CPL002102,M,Y,Angelica,Lafranconi,alafranconii5@amazonaws.com,0317 Scofield Court,0,Grad,Y,2280,1730.4,120,360,1,651505836,81-309-0073,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36",Rural
CPL002105,M,Y,Margareta,Griffey,mgriffeyi7@jiathis.com,72832 Corry Junction,0,Grad,Y,10447.2,0,129.6,480,1,1867373440,30-767-0228,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Rural
CPL002107,M,Y,Helaina,Pyne,hpynei8@eepurl.com,235 Veith Park,3+,Non Grad,N,3426,650.4,93.6,360,1,3350601235,84-201-0065,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.16) Gecko/20120421 Firefox/11.0,Urban
CPL002111,M,Y,Aubry,Mirfin,amirfinia@ocn.ne.jp,709 Mcbride Circle,,Grad,N,3619.2,1560,147.6,360,,5752343771,65-453-6651,Mozilla/5.0 (Windows NT 5.1; rv:8.0; en_us) Gecko/20100101 Firefox/8.0,Urban
CPL002117,F,Y,Helen-elizabeth,Whistlecraft,hwhistlecraftib@europa.eu,6 Pleasure Park,0,Grad,N,3790.8,2848.8,224.4,360,1,7674586006,53-552-1895,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko Firefox/11.0,Semi U
CPL002118,F,N,Ryley,Hubbucks,rhubbucksik@jimdo.com,412 Lerdahl Place,0,Grad,N,2324.4,1382.4,175.2,360,1,653774621,81-610-6778,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0,Semi U
CPL002123,M,Y,Anatola,St Ange,astangeil@ca.gov,76 Cambridge Point,0,Grad,N,3135.6,2900.4,96,360,1,4981145187,03-637-7475,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Semi U
CPL002125,M,Y,Morrie,Reuter,mreuterin@ted.com,37561 Vahlen Hill,1,Grad,N,5952,3120,120,360,1,7316362758,31-029-1136,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:14.0) Gecko/20100101 Firefox/14.0.1,Semi U
CPL002148,M,Y,Gayle,Franzonetti,gfranzonettiio@china.com.cn,008 Gale Parkway,1,Grad,N,3688.8,1299.6,66,360,1,9078140739,79-246-9235,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/19.0.1042.0 Safari/535.21",Semi U
CPL002152,F,N,Ingunna,Ditts,idittsir@dedecms.com,973 Heath Junction,0,Grad,N,5055.6,0,240,360,1,9361372696,16-098-4742,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.16) Gecko/20120427 Firefox/15.0a1,Urban
CPL002165,,N,Melina,Ivachyov,mivachyovj1@squarespace.com,9 Meadow Vale Alley,1,Non Grad,N,2445.6,4832.4,180,360,1,1145711774,83-821-7479,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; th-th) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",Rural
CPL002167,F,N,Cordelie,Ricciardelli,cricciardellij2@mapy.cz,0589 Gale Circle,0,Grad,N,2834.4,0,180,360,1,8780476546,26-094-6103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.20 (KHTML, like Gecko) Chrome/19.0.1036.7 Safari/535.20",Urban
CPL002168,M,N,Gil,Gethin,ggethinj9@hud.gov,384 Miller Way,0,Grad,N,6399.6,2880,141.6,360,0,564169064,46-669-2785,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/4E423F",Rural
CPL002172,M,Y,Hallie,Berthomier,hberthomierjh@seesaa.net,9 Mayer Hill,3+,Grad,Y,6460.8,0,180,360,1,3207451330,19-884-7087,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3",Semi U
CPL002176,M,N,Janella,Have,jhaveji@comsenz.com,66773 Namekagon Lane,0,Grad,N,6849.6,0,141.6,360,1,6137537870,15-720-2482,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13",Rural
CPL002183,M,Y,Rica,Nix,rnixjl@craigslist.org,2519 Everett Lane,0,Non Grad,N,4504.8,4462.8,254.4,,1,3324381223,20-881-6072,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.1 Safari/535.1",Rural
CPL002184,M,Y,Moise,Gabriel,mgabrieljm@auda.org.au,8 Monica Way,0,Non Grad,N,3496.8,2556,254.4,300,1,9673521778,85-777-8432,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/537.11",Urban
CPL002186,M,Y,Ulrick,Snoday,usnodayjr@newyorker.com,872 Springview Parkway,0,Non Grad,N,3296.4,2949.6,150,36,1,6373420469,61-303-3470,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.04 Chromium/11.0.696.0 Chrome/11.0.696.0 Safari/534.24",Semi U
CPL002192,M,Y,Lian,Jorn,ljornjs@dropbox.com,5811 Coolidge Road,0,Grad,N,9396,2619.6,129.6,360,1,9520061932,55-735-4934,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",Rural
CPL002195,M,Y,Alysia,Densie,adensieju@reference.com,61 Acker Point,1,Grad,Y,4208.4,3777.6,178.8,360,1,8597438355,68-034-9582,"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",Rural
CPL002208,M,Y,Abbe,Barnewall,abarnewalljx@instagram.com,161 Rowland Terrace,1,Grad,N,4496.4,2566.8,96,360,1,4343567826,82-902-8462,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",Urban
CPL002212,M,Y,Tommie,Spoor,tspoork3@dion.ne.jp,0 Mandrake Plaza,0,Grad,N,2599.2,2599.2,182.4,360,,3678548350,77-210-1688,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:14.0) Gecko/20100101 Firefox/14.0.1,Urban
CPL002240,M,Y,Keith,Tuberfield,ktuberfieldk4@theglobeandmail.com,8895 Lerdahl Trail,0,Non Grad,N,4200,2601.6,224.4,360,1,1723247308,43-745-1522,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",Rural
CPL002245,M,Y,Corbet,Tyndall,ctyndallka@huffingtonpost.com,51876 Moland Center,2,Non Grad,N,3475.2,0,88.8,480,1,1377601331,87-912-9508,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/24.0.1295.0 Safari/537.15",Urban
CPL002253,F,N,Gannie,Perago,gperagoki@independent.co.uk,0 Sommers Point,1,Grad,N,6074.4,0,122.4,300,1,8898005164,31-467-2024,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; fr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Rural
CPL002256,F,N,Cletis,Wither,cwitherkm@newsvine.com,8 Redwing Way,2,Grad,Y,6220.8,0,120,360,0,4181740161,00-829-1212,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Semi U
CPL002257,F,N,Bastian,Bunworth,bbunworthkt@fema.gov,0091 Nevada Park,0,Grad,N,3054,0,156,360,1,1909419699,00-753-2628,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.694.0 Safari/534.24",Urban
CPL002264,M,Y,Miller,Popley,mpopleykx@alexa.com,14106 Duke Avenue,0,Grad,N,3063.6,2121.6,150,360,1,5965995342,97-198-9076,"Mozilla/5.0 (X11; Linux amd64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36",Urban
CPL002270,M,Y,Hendrick,Smullin,hsmullinl0@eventbrite.com,30242 Pepper Wood Avenue,1,Grad,N,4123.2,4570.8,156,360,1,8731562299,19-463-1490,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; de-at) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",Rural
CPL002279,M,N,Lin,Oki,lokil1@digg.com,1469 Pennsylvania Parkway,0,Grad,N,2894.4,3306,165.6,360,1,5931089977,58-022-3108,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; de-at) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",Rural
CPL002286,M,Y,Jacquie,Arndtsen,jarndtsenl2@cdc.gov,881 Toban Junction,3+,Non Grad,N,6216,0,33.6,360,0,1878001094,14-275-9407,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36",Urban
CPL002294,M,N,Giorgio,Wipfler,gwipflerl8@myspace.com,3090 Morning Avenue,0,Grad,N,17893.2,17408.4,110.4,360,1,9157389942,05-846-2485,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130401 Firefox/21.0,Semi U
CPL002298,,N,Michelina,O'Spellissey,mospellisseyla@amazonaws.com,56739 Stone Corner Court,0,Grad,Y,3432,3585.6,124.8,360,1,5143169186,38-121-6347,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.706.0 Safari/534.25",Urban
CPL002306,M,Y,Humphrey,Schleicher,hschleicherlf@gravatar.com,075 Melody Center,0,Grad,N,1407.6,1912.8,211.2,180,1,2554399018,17-882-4681,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002310,F,N,Roscoe,Bricket,rbricketlh@va.gov,931 Lakewood Junction,1,Grad,N,9120,0,140.4,360,1,4516144859,03-057-1750,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130401 Firefox/21.0,Semi U
CPL002311,F,Y,Robb,Trayling,rtraylinglm@furl.net,1332 Rigney Road,0,Grad,N,2588.4,2145.6,122.4,360,1,1485631076,68-574-6387,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",Urban
CPL002316,M,N,Dinah,Veschambes,dveschambeslq@rediff.com,44140 Parkside Pass,0,Grad,N,2677.2,3328.8,128.4,360,0,8726339358,01-928-6171,Mozilla/5.0 (Windows NT 6.1; rv:6.0) Gecko/20100101 Firefox/19.0,Urban
CPL002321,F,N,Kerri,Smurfitt,ksmurfittlt@npr.org,59 Arapahoe Road,0,Grad,N,2728.8,6253.2,79.2,360,0,9052213925,63-011-1255,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.16 Safari/537.36",Semi U
CPL002325,M,Y,Noel,Hobell,nhobelllw@live.com,33548 Stang Way,2,Non Grad,N,7399.2,16779.6,126,360,1,5569542507,56-079-7462,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.682.0 Safari/534.21",Rural
CPL002326,M,Y,Sammie,Shillingford,sshillingfordlx@ed.gov,1 Summer Ridge Circle,2,Non Grad,N,3015.6,1332,126,360,1,7373745601,84-843-3238,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130401 Firefox/21.0,Semi U
CPL002329,M,N,Astrix,Mallinson,amallinsonm1@spiegel.de,3 Redwing Junction,0,Grad,N,5199.6,0,126,480,1,8375584584,28-578-9766,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24",Urban
CPL002333,M,N,Jenn,Kinastan,jkinastanm6@prweb.com,6285 Harbort Point,0,Non Grad,N,4612.8,0,150,360,1,6515884702,48-382-2429,Mozilla/5.0 (compatible; Windows; U; Windows NT 6.2; WOW64; en-US; rv:12.0) Gecko/20120403211507 Firefox/12.0,Urban
CPL002339,M,Y,Georgie,Jentgens,gjentgensm7@jimdo.com,929 Moose Center,0,Grad,N,4664.4,1820.4,76.8,360,0,3023758492,74-943-0681,"Mozilla/4.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/11.0.1245.0 Safari/537.36",Semi U
CPL002344,M,Y,Andie,Fulk,afulkm8@nps.gov,830 Oakridge Alley,0,Grad,N,4212,993.6,180,360,1,9021209977,81-769-7380,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0,Semi U
CPL002346,M,Y,Elianore,McBeath,emcbeathm9@comsenz.com,28464 Arrowood Park,0,Grad,,3046.8,2044.8,180,360,0,9004511687,42-261-2723,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002354,F,N,Amalea,Knatt,aknattme@yahoo.com,18 Bartelt Pass,0,Non Grad,N,2528.4,0,76.8,360,1,5557197478,24-188-4218,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-cn) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",Semi U
CPL002355,,Y,Kayle,Ladewig,kladewigmj@va.gov,3850 Pleasure Point,0,Grad,N,3823.2,3774,48,180,0,7007567754,26-940-3152,"Mozilla/5.0 (X11; Linux amd64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",Semi U
CPL002358,M,Y,Trent,Dottrell,tdottrellmn@washingtonpost.com,0876 Norway Maple Way,2,Grad,Y,6000,2599.2,170.4,360,1,138222436,84-380-1433,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Safari/535.19",Urban
CPL002360,M,Y,Chrystel,Athey,catheyms@webnode.com,6867 Sugar Parkway,,Grad,N,12000,0,84,360,1,9289431911,37-793-6854,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.824.0 Safari/535.1",Urban
CPL002375,M,Y,Tabbie,Corington,tcoringtonmw@cornell.edu,229 1st Crossing,0,Non Grad,Y,4731.6,0,157.2,360,1,5829555808,06-595-7471,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0,Semi U
CPL002376,M,N,Robers,Helmke,rhelmkemz@cdbaby.com,2527 Mesta Place,0,Grad,N,3510,0,144,180,1,9746601733,55-232-9792,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Rural
CPL002383,M,Y,Adolphus,Parade,aparaden6@walmart.com,8945 Dahle Circle,3+,Grad,N,3890.4,524.4,136.8,480,0,8890119926,16-199-7729,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/23.0,Urban
CPL002385,M,Y,Bendicty,Sweetnam,bsweetnamnc@dell.com,64160 Delaware Trail,,Grad,N,4635.6,0,147.6,300,1,190914181,94-864-6569,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130331 Firefox/21.0,Semi U
CPL002389,F,N,Allie,Blondell,ablondellnd@last.fm,3 Eagan Parkway,1,Grad,N,4833.6,0,110.4,360,1,9341113733,99-430-0038,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.75 Safari/535.7",Semi U
CPL002394,M,Y,Shaylynn,De Bruyne,sdebruynene@purevolume.com,66599 Cordelia Park,2,Grad,N,4812,1230,192,360,1,5480440993,76-063-9486,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",Urban
CPL002397,F,Y,Dwain,Cotillard,dcotillardnf@weather.com,59831 Pearson Alley,1,Grad,N,4462.8,1902,181.2,360,1,6538897525,75-987-5022,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ko-kr) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Urban
CPL002399,M,N,Lorry,Douglass,ldouglassni@rakuten.co.jp,2941 Harper Street,0,Grad,,3429.6,0,97.2,360,0,2292053551,23-641-3442,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Rural
CPL002400,F,Y,Kyla,Martill,kmartillnp@businessinsider.com,0 Thompson Park,0,Grad,N,4599.6,0,205.2,360,1,6436233954,10-025-8422,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002402,M,Y,Amery,Peaurt,apeaurtnt@bloglovin.com,02 Trailsway Terrace,0,Grad,N,3999.6,5145.6,132,360,1,3763953140,52-746-1802,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24",Urban
CPL002412,M,Y,Kelsy,Suche,ksuchenv@constantcontact.com,8 Derek Circle,0,Grad,N,3608.4,4470,120,360,1,1274926068,42-751-7217,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36",Rural
CPL002415,F,N,Karola,Wickes,kwickesnz@harvard.edu,2435 Shoshone Parkway,1,Grad,,2220,5499.6,280.8,360,,2209639999,93-034-9200,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/19.77.34.5 Safari/537.1",Rural
CPL002417,M,Y,Doll,Swoffer,dswoffero4@amazon.com,72 Kipling Way,3+,Non Grad,N,3350.4,3142.8,220.8,360,1,2969346052,19-086-4963,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7",Semi U
CPL002420,M,Y,Zacharie,Parkes,zparkeso7@bbc.co.uk,719 Dunning Hill,0,Grad,N,3578.4,1860,165.6,360,1,3633333711,67-259-0509,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.809.0 Safari/535.1",Semi U
CPL002425,M,N,Ilaire,Halvosen,ihalvosenof@vk.com,98 Hanson Drive,0,Grad,N,4100.4,885.6,134.4,360,,1885081545,77-290-5819,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",Rural
CPL002433,M,Y,Reid,Gladdor,rgladdoroi@prnewswire.com,72 Towne Alley,1,Grad,N,22608,0,140.4,360,1,3331987212,33-925-1135,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0,Rural
CPL002440,M,Y,Alonzo,Oak,aoakoo@simplemachines.org,54 Linden Center,2,Grad,N,3594,1344,58.8,360,1,1627327061,17-816-0972,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; de-de) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002441,M,N,Rolf,Querree,rquerreeou@chronoengine.com,54255 Lake View Junction,,Grad,N,4294.8,3969.6,118.8,360,,3506174878,91-907-2766,Mozilla/5.0 (X11; Ubuntu; Linux armv7l; rv:17.0) Gecko/20100101 Firefox/17.0,Semi U
CPL002442,F,Y,Nelly,Kardos-Stowe,nkardosstowep0@delicious.com,874 Scoville Parkway,1,Non Grad,N,4602,1680,118.8,480,0,6009256917,63-202-2415,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.655.0 Safari/534.17",Urban
